JUPAS Code,Institution,Name (EN),Name (ZH),Formula 2025,Weights 2025 (Raw),Min Chi,Min Eng,Min Math,Min CSD,2025 Median,2025 LQ,2025 UQ
JS4331,CUHK,B.A. (Chinese Language Studies) and B.Ed. (Chinese Language Education),文學士 (中國語文研究) 及教育學士 (中國語文教育),5 subjects,Chinese (x 2) | Chinese must be included in the score | calculation | (i.e. Chi + Best 4 subjects),4,3,2,A,42.0,40.5,45.0
JS4343,CUHK,B.A. (English Studies) and B.Ed. (English Language Education),文學士(英國語文研究)及教育學士(英國語文教育),5 subjects,English (x 2) | English must be included in the score | calculation | (i.e. Eng + Best 4 subjects),3,4,2,A,39.0,37.5,40.5
JS4361,CUHK,B.Ed. in Mathematics and Mathematics Education,教育學士(數學及數學教育),5 subjects,"Mathematics (x 2) | M1 or M2 (x 2) | Chinese or English (x 1.5) | The best one subject of Physics, | Economics or ICT (x 1.5) | Mathematics and M1/M2 must be | included in the score calculation | (i.e. Math + M1 or M2 + Best 3 | subjects)",3,3,4,A,53.75,53.0,57.5
JS4372,CUHK,B.Ed. in Early Childhood Education,教育學士(幼兒教育),Best 5 subjects,--,3,3,2,A,22.0,21.5,23.0
JS4386,CUHK,B.Sc. in Learning Design and Technology,理學士（學習設計與科技）,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Biology, Chemistry, Physics, DAT, ICT, BAFS, Economics, Geography, Tech and Living (FST) (x 1.5)",3,3,3,A,30.5,30.25,31.75
JS4408,CUHK,Mechanical and Automation Engineering,機械與自動化工程學,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Physics (x 1.5) Biology, Chemistry, DAT, ICT (x 1.25)",3,3,3,A,31.5,30.5,33.75
JS4412,CUHK,Computer Science and Engineering,計算機科學與工程,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.75) Biology, Chemistry, Physics, DAT, ICT (x 1.5)",3,3,4,A,42.875,40.375,44.5
JS4416,CUHK,Computational Data Science,計算數據科學,Best 5 subjects,"Mathematics (x 2) M1 or M2 (x 2) Biology, Chemistry, Physics, Economics, ICT (x 1.5)",3,4,4,A,54.5,53.0,59.0
JS4428,CUHK,Financial Technology,金融科技學,Best 5 subjects,"English (x 1.25) Chinese (x 1.25) Mathematics (x 1.75) M1 or M2 (x 1.75) Biology, Chemistry, Physics, BAFS, Economics, ICT (x 1.5)",3,3,4,A,47.375,45.625,48.75
JS4434,CUHK,Electronic Engineering,電子工程學,Best 5 subjects,Mathematics (x 1.5) M1 or M2 (x 1.5) Physics (x 1.5),3,3,3,A,31.25,30.5,32.75
JS4446,CUHK,Information Engineering,信息工程學,Best 5 subjects,"Mathematics (x 2) M1 or M2 (x 1.75) Biology, Chemistry, Physics, DAT, ICT (x 1.5)",3,3,4,A,39.25,38.125,40.375
JS4458,CUHK,Systems Engineering and Engineering Management,系統工程與工程管理,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Biology, Chemistry, Physics, BAFS, Economics, ICT (x 1.5)",3,3,3,A,32.5,32.5,34.0
JS4460,CUHK,Biomedical Engineering,生物醫學工程學,Best 5 subjects,"English (x 1.5) The best one subject of Mathematics or M1 or M2 (x 1.5) Biology, Chemistry, Physics (x 1.5)",3,3,3,A,42.25,41.25,44.5
JS4462,CUHK,Energy and Environmental Engineering,能源與環境工程學,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Biology, Chemistry, Physics, DAT, ICT (x 1.5) Economics, Geography (x 1.2)",3,3,3,A,31.75,31.0,32.5
JS4468,CUHK,Artificial Intelligence: Systems and Technologies,人工智能：系統與科技,Best 5 subjects,"English (x 1.25) Chinese (x 1.25) Mathematics (x 1.75) M1 or M2 (x 1.75) Biology, Chemistry, Physics, ICT (x 1.5)",3,4,5^,A,52.375,50.375,55.75
JS4470,CUHK,Materials Science and Engineering,材料科學與工程學,Best 5 subjects,"Mathematics (x 1.25) M1 or M2 (x 1.25) Chemistry, Physics (x 1.25)",3,3,3,A,26.375,24.625,26.875
JS4386,CUHK,B.Sc. in Learning Design and Technology,理學士（學習設計與科技）,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Biology, Chemistry, Physics, DAT, ICT, BAFS, Economics, Geography, Tech and Living (FST) (x 1.5)",3,3,3,A,30.5,30.25,31.75
JS4733,CUHK,Mathematics and Information Engineering,數學與信息工程學,Best 5 subjects,"Mathematics (x 2) M1 or M2 (x 2) Biology, Chemistry, Physics, ICT (x 1.5)",3,4,5,A,63.5,52.0,65.0
JS4750,CUHK,Aerospace Science and Earth Informatics & X Double Major Programme,航天科學與地球信息學及Ｘ雙主修課程,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 2) Physics, Geography (x 2)",3,3,2,A,44.25,38.25,48.0
JS4760,CUHK,Interdisciplinary Data Analytics & X Double Major Programme,跨學科數據分析及Ｘ雙主修課程,Best 5 subjects,Mathematics (x 1.5) M1 or M2 (x 2) Economics or ICT (x 1.5),3,3,3,A,35.0,34.75,37.0
JS4903,CUHK,Bachelor of Laws,法學士,AENGL+ACHIN+AMATH+Best(2),English (x 2),4,5,3,A,36.0,34.5,36.0
JS4264,CUHK,Bachelor of Business Administration (Integrated BBA Programme) and Juris Doctor Double Degree Programme,工商管理學士（工商管理學士綜合課程）及法律博士雙學位課程,5 subjects,"English (x 2) | Chinese, English and Mathematics | must be included in the score | calculation (i.e. Chi + Eng + Math + Best | 2 subjects)",4,5,3,A,37.5,36.0,37.5
JS4501,CUHK,Bachelor of Medicine and Bachelor of Surgery (MBChB),內外全科醫學士課程,"AENGL+ACHIN+AMATH+Best(1,[ABIOL,ACHEM])+Best(2)",--,3,4,3,A,37.0,36.0,38.0
JS4502,CUHK,Bachelor of Medicine and Bachelor of Surgery – Global Physician-Leadership Stream (MBChB-GPS),內外全科醫學士課程環球醫學領袖培訓專修組別,"AENGL+ACHIN+AMATH+Best(1,[ABIOL,ACHEM])+Best(2)",--,3,4,3,A,40.5,40.0,41.5
JS4513,CUHK,Nursing,護理學,Best 5 subjects,"The best one subject of Biology, Chemistry or Physics (x 1.2)",3,3,2,A,28.6,28.3,30.1
JS4525,CUHK,Pharmacy,藥劑學,Best 5 subjects,--,3,3,3,A,32.0,30.5,33.5
JS4537,CUHK,Public Health,公共衞生,Best 5 subjects,--,3,3,2,A,32.75,32.5,36.5
JS4542,CUHK,Chinese Medicine,中醫學,Best 5 subjects,--,3,3,2,A,30.5,29.0,30.5
JS4550,CUHK,Biomedical Sciences,生物醫學,"AENGL+ACHIN+AMATH+Best(1,[ABIOL,ACHEM])+Best(1)",--,3,3,3,A,41.0,39.5,42.5
JS4725,CUHK,"Biotechnology, Entrepreneurship and Healthcare Management",生物科技、創業與醫療管理,Best 5 subjects,--,3,4,3,A,27.5,27.5,29.0
JS4601,CUHK,Science,理學,Best(5),--,3,3,2,A,37.75,36.0,40.5
JS4648,CUHK,Earth and Environmental Sciences,地球與環境科學,Best(5),--,3,3,3,A,47.0,45.0,52.0
JS4682,CUHK,Enrichment Mathematics,數學精研,Best(5),--,3,3,4,A,52.5,51.75,57.75
JS4690,CUHK,Enrichment Stream in Theoretical Physics,理論物理精研,Best 5 subjects,Mathematics (x 1.5) M1 or M2 (x 1.5) Physics (x 2),3,3,4,A,46.75,43.0,52.75
JS4719,CUHK,Risk Management Science,風險管理科學,Best 5 subjects,--,3,3,3,A,43.0,41.5,44.5
JS4276,CUHK,Quantitative Finance and Risk Management Science,計量金融學及風險管理科學,Best 5 subjects,"English (x 2) | Mathematics (x 2) | The best one subject of M1/M2, | Chemistry, Physics or Economics (x 1.5)",3,3,3,A,57.75,54.75,63.75
JS4386,CUHK,B.Sc. in Learning Design and Technology,理學士（學習設計與科技）,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 1.5) Biology, Chemistry, Physics, DAT, ICT, BAFS, Economics, Geography, Tech and Living (FST) (x 1.5)",3,3,3,A,30.5,30.25,31.75
JS4416,CUHK,Computational Data Science,計算數據科學,Best 5 subjects,"Mathematics (x 2) M1 or M2 (x 2) Biology, Chemistry, Physics, Economics, ICT (x 1.5)",3,4,4,A,54.5,53.0,59.0
JS4470,CUHK,Materials Science and Engineering,材料科學與工程學,Best 5 subjects,"Mathematics (x 1.25) M1 or M2 (x 1.25) Chemistry, Physics (x 1.25)",3,3,3,A,26.375,24.625,26.875
JS4725,CUHK,"Biotechnology, Entrepreneurship and Healthcare Management",生物科技、創業與醫療管理,Best 5 subjects,--,3,4,3,A,27.5,27.5,29.0
JS4733,CUHK,Mathematics and Information Engineering,數學與信息工程學,Best 5 subjects,"Mathematics (x 2) M1 or M2 (x 2) Biology, Chemistry, Physics, ICT (x 1.5)",3,4,5,A,63.5,52.0,65.0
JS4750,CUHK,Aerospace Science and Earth Informatics & X Double Major Programme,航天科學與地球信息學及Ｘ雙主修課程,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 2) Physics, Geography (x 2)",3,3,2,A,44.25,38.25,48.0
JS4760,CUHK,Interdisciplinary Data Analytics & X Double Major Programme,跨學科數據分析及Ｘ雙主修課程,Best 5 subjects,Mathematics (x 1.5) M1 or M2 (x 2) Economics or ICT (x 1.5),3,3,3,A,35.0,34.75,37.0
JS4801,CUHK,Social Science,社會科學,Best 5 subjects,--,3,3,2,A,27.65,26.6,28.7
JS4812,CUHK,Architectural Studies,建築學,Best 5 subjects,English (x 1.5),3,3,3,A,28.0,26.5,28.0
JS4824,CUHK,Economics,經濟學,Best 5 subjects,"Mathematics (x 1.5) | The best one subject of M1/M2, | Chemistry, Economics or Physics (x 1.5)",3,3,3,A,31.5,30.75,33.75
JS4836,CUHK,Geography and Resource Management,地理與資源管理學,Best 5 subjects,English (x 1.5) | Geography (x 1.5),3,3,2,A,33.0,31.5,35.25
JS4838,CUHK,Urban Studies,城市研究,Best 5 subjects,--,3,3,2,A,26.0,24.5,26.0
JS4848,CUHK,Government and Public Administration,政治與行政學,Best 5 subjects,English (x 1.5) | Chinese (x 1.25),3,3,2,A,27.5,27.25,28.625
JS4850,CUHK,Journalism and Communication,新聞與傳播學,Best 5 subjects,English (x 1.3) | Chinese (x 1.3),3,3,2,A,28.95,27.8,31.7
JS4858,CUHK,Global Communication,全球傳播,Best 5 subjects,English (x 1.3),3,4,2,A,29.15,27.2,31.55
JS4862,CUHK,Psychology,心理學,Best 5 subjects,English (x 1.5) | Mathematics (x 1.5),3,3,2,A,33.75,32.25,36.75
JS4874,CUHK,Social Work,社會工作,Best 5 subjects,--,3,3,2,A,27.5,27.5,29.0
JS4886,CUHK,Sociology,社會學,Best 5 subjects,English (x 1.5),3,3,2,A,26.5,26.5,28.0
JS4892,CUHK,Global Studies,全球研究,Best 5 subjects,English (x 1.5),3,3,2,A,26.5,25.75,26.5
JS4893,CUHK,Data Science and Policy Studies,數據科學與政策研究,Best 5 subjects,--2025 Expected Score,3,3,3,A,23.5,23.0,24.5
JS4254,CUHK,Interdisciplinary Major Programme in Global Economics and Finance,環球經濟與金融跨學科主修課程,5 subjects,English must be included in the score | calculation (i.e. Eng + Best 4 subjects),4,5,4,A,35.0,33.5,35.0
JS4750,CUHK,Aerospace Science and Earth Informatics & X Double Major Programme,航天科學與地球信息學及Ｘ雙主修課程,Best 5 subjects,"Mathematics (x 1.5) M1 or M2 (x 2) Physics, Geography (x 2)",3,3,2,A,44.25,38.25,48.0
JS8001,EdUHK,Bachelor of Arts (Honours) in Creative and Digital Arts and Bachelor of Education (Honours) (Music),創意藝術與數碼藝術榮譽文學士及音樂教育榮譽學士,Best 5,"Music (x1.5), Specified ApL, subject(s) (x1.5)",3,3,2,A,21.5,21.3,
JS8002,EdUHK,Bachelor of Arts (Honours) in Creative and Digital Arts and Bachelor of Education (Honours) (Visual Arts),創意藝術與數碼藝術榮譽文學士及視覺藝術教育榮譽學士,Best 5,"Visual Arts (x1.5), Specified ApL, subject(s) (x1.5)",3,3,2,A,22.0,22.0,
JS8003,EdUHK,Bachelor of Arts (Honours) in Digital Chinese Culture and Communication and Bachelor of Education (Honours) (Chinese Language),數碼中國文化與傳意榮譽文學士及中文教育榮譽學士,Best 5,"Chinese Language, (x1.5), English Language, (x1.5), Chinese Literature, (x1.5), ICT (x1.5)",3,3,2,A,27.5,26.0,
JS8004,EdUHK,Bachelor of Arts (Honours) in English Studies and Digital Communication and Bachelor of Education (Honours) (English Language),英語研究及數碼傳訊榮譽文學士及英文教育榮譽學士,Best 5,"English Language, (x1.5), ICT (x1.5), Literature in, English (x1.5)",3,3,2,A,23.5,23.5,
JS8005,EdUHK,Bachelor of Arts (Honours) in Heritage Education and Arts Management and Bachelor of Education (Honours) (Chinese History),文化傳承教育與藝術管理榮譽文學士及中國歷史教育榮譽學士,Best 5,"Chinese History, (x1.5), History (x1.5)",3,3,2,A,26.3,26.0,
JS8006,EdUHK,Bachelor of Social Sciences (Honours) in Psychology and Bachelor of Education (Honours) (Early Childhood Education),心理學榮譽社會科學學士及幼兒教育榮譽學士,Best 5,"Chinese Language, (x1.5), English Language, (x1.5), Specified ApL, subjects (x1.5)",3,3,2,A,24.0,23.5,
JS8007,EdUHK,"Bachelor of Arts (Honours) in Personal Finance and Bachelor of Education (Honours) (Business, Accounting and Financial Studies)",個人理財榮譽文學士及企業、會計與財務概論教育榮譽學士,Best 5,"BAFS, Economics, (x1.5), Specified ApL, subject(s) (x1.5)",3,3,2,A,25.0,24.5,
JS8008,EdUHK,Bachelor of Science (Honours) in Artificial Intelligence and Educational Technology and Bachelor of Education (Honours) (Information and Communication Technology and Primary Science),人工智能與教育科技榮譽理學士及資訊及通訊科技及小學科學教育榮譽學士,Best 5,"Math, M1/M2, (x1.5), ICT (x1.5), Biology, Chemistry, Physics, (x1.5), Combined Science, (x1.5), Integrated Science, (x1.5), Specified ApL, subject(s) (x1.5)",3,3,3,A,26.0,24.1,
JS8009,EdUHK,Bachelor of Science (Honours) in Artificial Intelligence and Educational Technology and Bachelor of Education (Honours) (Primary Mathematics),人工智能與教育科技榮譽理學士及小學數學教育榮譽學士,Best 5,"Math, M1/M2, (x1.5), Physics (x1.5), Specified ApL, subject(s) (x1.5)",3,3,3,A,25.5,25.0,
JS8010,EdUHK,Bachelor of Science (Honours) in Sports Science and Coaching and Bachelor of Education (Honours) (Physical Education),運動科學及教練榮譽理學士及體育教育榮譽學士,Best 5,"Physical Education, (x1.5)",3,3,2,A,22.0,20.8,
JS8011,EdUHK,Bachelor of Science (Honours) in Integrated Environmental Management and Bachelor of Education (Honours) (Science),綜合環境管理榮譽理學士及科學教育榮譽學士,Best 5,"Chemistry (x1.5), Biology (x1.3), Physics (x1.2), Math, M1/M2, (x1.1), Geography (x1.1)",3,3,2,A,24.6,24.0,
JS8012,EdUHK,Bachelor of Social Sciences (Honours) in Sociology and Community Studies and Bachelor of Education (Honours) (Geography),社會學與社區研究榮譽社會科學學士及地理教育榮譽學士,Best 5,"English (x1.5), Geography (x1.5)",3,3,2,A,25.3,25.0,
JS8013,EdUHK,Bachelor of Social Sciences (Honours) in Sociology and Community Studies and Bachelor of Education (Honours) (Primary Humanities),社會學與社區研究榮譽社會科學學士及小學人文科教育榮譽學士,Best 5,"Chinese History, (x1.5), Economics (x1.5), Geography (x1.5), History (x1.5), Specified ApL, subject(s) (x1.5)",3,3,2,A,25.3,24.5,
JS8507,EdUHK,Higher Diploma in Early Childhood Education,幼兒教育高級文憑,Best 5,"Chinese Language, (x1.5), English Language, (x1.5), Specified ApL, subjects (x1.5)",2,2,2,A,17.5,16.0,
JS8651,EdUHK,Bachelor of Social Sciences (Honours) in Psychology,心理學榮譽社會科學學士,Best 5,"(No subject, weighting)",3,3,2,A,20.0,20.0,
JS8663,EdUHK,Bachelor of Arts (Honours) in Special Education,特殊教育榮譽文學士,Best 5,"Chinese Language, (x1.5), English Language, (x1.5)",3,3,2,A,23.5,23.0,
JS8674,EdUHK,Bachelor of Arts (Honours) in Digital Chinese Culture and Communication,數碼中國文化與傳意榮譽文學士,Best 5,"Chinese Language, (x1.5), Chinese Literature, (x1.5), ICT (x1.5)",3,3,2,A,23.8,23.1,
JS8675,EdUHK,Bachelor of Arts (Honours) in English Studies and Digital Communication,英語研究及數碼傳訊榮譽文學士,Best 5,"English Language, (x1.5), ICT (x1.5), Literature in, English (x1.5)",3,3,2,A,21.5,21.0,
JS8685,EdUHK,Bachelor of Arts (Honours) in Creative and Digital Arts (Music),創意藝術與數碼藝術榮譽文學士 (音樂),Best 5,"Music (x1.5), Specified ApL, subjects (x1.5)",3,3,2,A,20.3,19.3,
JS8686,EdUHK,Bachelor of Arts (Honours) in Creative and Digital Arts (Visual Arts),創意藝術與數碼藝術榮譽文學士 (視覺藝術),Best 5,"Visual Arts (x1.5), Specified ApL, subjects (x1.5)",3,3,2,A,22.0,21.8,
JS8687,EdUHK,Bachelor of Arts (Honours) in Heritage Education and Arts Management,文化傳承教育與藝術管理榮譽文學士,Best 5,"Chinese Language, (x1.5), English Language, (x1.5), Chinese History, (x1.5), DAT (x1.5), History (x1.5), Visual Arts (x1.5), Specified ApL, subject(s) (x1.5)",3,3,2,A,25.5,25.5,
JS8688,EdUHK,Bachelor of Arts (Honours) in Personal Finance,個人理財榮譽文學士,Best 5,"(No subject, weighting)",3,3,2,A,19.0,18.8,
JS8702,EdUHK,Bachelor of Science (Honours) in Integrated Environmental Management,綜合環境管理榮譽理學士,Best 5,"Biology, Chemistry, (x1.6), Geography (x1.2), Math, M1/M2, (x1.2), Physics (x1.1)",3,3,2,A,23.2,23.0,
JS8714,EdUHK,Bachelor of Science (Honours) in Artificial Intelligence and Educational Technology,人工智能與教育科技榮譽理學士,Best 5,"Math, M1/M2, (x1.5), Biology, Chemistry, Physics, (x1.5), DAT, ICT (x1.5), Combined Science, (x1.5), Integrated Science, (x1.5), Specified ApL, subjects (x1.5)",3,3,3,A,25.0,24.5,
JS8726,EdUHK,Bachelor of Science (Honours) in Sports Science and Coaching,運動科學及教練榮譽理學士,Best 5,"Biology (x2), Physical Education, (x2), English Language, (x1.5), Math, M1/M2, (x1.5), DAT, ICT (x1.5), Specified ApL, subjects (x1.5)",3,3,2,A,28.5,27.5,
JS8727,EdUHK,Bachelor of Science (Honours) in Speech Pathology and Rehabilitation,言語病理學及復康榮譽理學士,Best 5,"Chinese Language, (x1.5), English Language, (x1.5)",3,3,2,A,28.0,26.0,
JS2020,HKBU,Bachelor of Arts (Hons) (Chinese Language and Literature / Creative and Professional Writing / English Language and Literature / Humanities / Translation),文學士(榮譽) (中國語言文學 / 創意及專業寫作 / 英國語言文學 / 人文學 / 翻譯學),Best 5,-,3,3,2,A,,,
